"Sighting_ID","Observer_ID","Date","Time","Site_Code","Latitude","Longitude","Species_Common","Species_Code","Status","Band_Color","Tag_Flag","Bird_ID","Distance_m","Age_Class","Age_Code","Sex","Sex_Code","Release_Year","Release_Cohort"
"S002702","O07",2025-06-17,"05:02","BR",43.61883,-116.21365,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,59.4,"Hatch-year",1,NA,NA,NA,NA
"S002703","O08",2025-05-11,"05:10","SR",43.54898,-116.22715,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B17303",102.1,"Hatch-year",1,"F",1,2025,"H2025_R2025"
"S002704","O04",2025-04-19,"08:02","BR",43.60622,-116.20832,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,23.1,"Hatch-year",1,NA,NA,NA,NA
"S002705","O07",2025-06-11,"09:11","NP",43.66373,-116.15255,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,14.5,"Unknown",99,"F",1,NA,NA
"S002706","O07",2025-05-15,"07:18","MR",43.637,-116.22433,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,7.6,"Hatch-year",1,"F",1,NA,NA
"S002707","O08",2025-04-22,"10:37","MR",43.64863,-116.24194,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,118,"Adult",3,"F",1,NA,NA
"S002708","O04",2025-07-31,"05:59","BR",43.62019,-116.20983,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103.4,"Adult",3,"F",1,NA,NA
"S002709","O11",2025-05-24,"08:35","LC",43.57316,-116.18865,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,112.7,"Hatch-year",1,"M",2,NA,NA
"S002710","O08",2025-05-10,"10:19","BR",43.61333,-116.2046,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,20.2,"Adult",3,"M",2,NA,NA
"S002711","O06",2025-07-22,"10:38","WC",43.61882,-116.19448,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,5.9,"Adult",3,"F",1,NA,NA
"S002712","O08",2025-05-02,"10:40","LC",43.57627,-116.17935,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Second-year",2,"F",1,NA,NA
"S002713","O06",2025-06-06,"06:52","WC",43.61184,-116.19299,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,83.9,"Adult",3,NA,NA,NA,NA
"S002714","O04",2025-05-02,"05:46","SR",43.56166,-116.21596,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,NA,"Second-year",2,NA,NA,NA,NA
"S002715","O05",2025-04-26,"09:03","SR",43.56331,-116.23606,"American Robin","AMRO","Wild Hatch","None",0,NA,93.5,"Adult",3,"F",1,NA,NA
"S002716","O08",2025-06-24,"09:41","WC",43.6152,-116.17944,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,67.2,"Second-year",2,"M",2,NA,NA
"S002717","O08",2025-07-14,"08:07","MR",43.6471,-116.23829,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,52.7,"Hatch-year",1,"M",2,NA,NA
"S002718","O10",2025-07-02,"09:11","SR",43.55914,-116.22209,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,70.9,"Second-year",2,"M",2,NA,NA
"S002719","O03",2025-05-06,"07:11","MR",43.63971,-116.23525,"American Robin","AMRO","Wild Hatch","None",0,NA,28.2,"Second-year",2,"M",2,NA,NA
"S002720","O06",2025-06-28,"09:38","LC",43.58507,-116.19655,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,110.8,"Adult",3,"M",2,NA,NA
"S002721","O10",2025-04-10,"05:23","MR",43.64798,-116.24227,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,46.5,"Adult",3,"F",1,NA,NA
"S002722","O09",2025-07-01,"07:42","LC",43.58435,-116.18424,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,105,"Hatch-year",1,"F",1,NA,NA
"S002723","O07",2025-04-27,"05:25","LC",43.59375,-116.18342,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,30.4,"Adult",3,"M",2,NA,NA
"S002724","O12",2025-07-20,"10:29","SR",43.55968,-116.22698,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65,"Adult",3,"M",2,NA,NA
"S002725","O12",2025-04-04,"10:48","NP",43.65889,-116.15619,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,78.1,"Unknown",99,"F",1,NA,NA
"S002726","O03",2025-06-02,"06:10","SR",43.55746,-116.19133,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,11.1,"Adult",3,"F",1,NA,NA
"S002727","O01",2025-04-07,"05:11","MR",43.62898,-116.2461,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,6.4,"Adult",3,"M",2,NA,NA
"S002728","O09",2025-07-27,"05:36","LC",43.58695,-116.17723,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,91.9,"Adult",3,"F",1,NA,NA
"S002729","O05",2025-07-18,"09:56","LC",43.58733,-116.18288,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,15.1,"Adult",3,"M",2,NA,NA
"S002730","O02",2025-04-20,"05:07","LC",43.59266,-116.17829,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,105.9,"Hatch-year",1,NA,NA,NA,NA
"S002731","O05",2025-05-03,"07:33","SR",43.55648,-116.22295,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,101.2,"Adult",3,"M",2,NA,NA
"S002732","O12",2025-05-06,"10:06","WC",43.61049,-116.19937,"American Robin","AMRO","Reintroduced","Green",1,"B68548",64.7,"Hatch-year",1,"M",2,2025,"H2025_R2025"
"S002733","O03",2025-07-27,"07:53","MR",43.65644,-116.25158,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,80.1,"Second-year",2,"F",1,NA,NA
"S002734","O03",2025-07-21,"09:25","LC",43.57566,-116.18715,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,34.9,"Unknown",99,"F",1,NA,NA
"S002735","O05",2025-05-13,"07:14","MR",43.64833,-116.2336,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,57.7,"Second-year",2,"F",1,NA,NA
"S002736","O01",2025-07-30,"10:11","MR",43.64334,-116.24715,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.2,"Second-year",2,"F",1,NA,NA
"S002737","O12",2025-06-25,"05:08","BR",43.60196,-116.20845,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.3,"Unknown",99,"F",1,NA,NA
"S002738","O10",2025-04-15,"06:25","MR",43.6271,-116.24597,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,15.3,"Adult",3,"F",1,NA,NA
"S002739","O12",2025-04-10,"09:26","SR",43.55747,-116.21408,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84.6,"Adult",3,"M",2,NA,NA
"S002740","O05",2025-04-26,"09:41","MR",43.64197,-116.24751,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,70.8,"Hatch-year",1,"F",1,NA,NA
"S002741","O09",2025-06-08,"08:27","BR",43.60062,-116.21594,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,32.5,"Adult",3,"M",2,NA,NA
"S002742","O10",2025-06-07,"07:26","BR",43.61471,-116.21162,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,52.8,"Second-year",2,"F",1,NA,NA
"S002743","O04",2025-05-05,"05:41","BR",43.60759,-116.20989,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,10.5,"Adult",3,"M",2,NA,NA
"S002744","O11",2025-05-16,"08:41","LC",43.58051,-116.17955,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Second-year",2,"F",1,NA,NA
"S002745","O07",2025-05-30,"09:12","LC",43.58252,-116.18261,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,32.4,"Adult",3,"M",2,NA,NA
"S002746","O07",2025-06-02,"10:05","BR",43.59995,-116.21864,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,12.2,"Second-year",2,"M",2,NA,NA
"S002747","O11",2025-05-28,"06:44","SR",43.55517,-116.21883,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,31.3,"Adult",3,"M",2,NA,NA
"S002748","O06",2025-06-15,"09:38","BR",43.6075,-116.2078,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65.7,"Hatch-year",1,NA,NA,NA,NA
"S002749","O10",2025-04-11,"09:31","LC",43.57324,-116.17786,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103.8,"Second-year",2,"M",2,NA,NA
"S002750","O09",2025-04-23,"05:22","NP",43.65521,-116.17435,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,73.7,"Adult",3,"F",1,NA,NA
"S002751","O12",2025-05-07,"08:09","SR",43.56364,-116.21832,"American Robin","AMRO","Wild Hatch","None",0,NA,7.9,"Unknown",99,"M",2,NA,NA
"S002752","O03",2025-07-18,"08:44","BR",43.61004,-116.22226,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,19.8,"Hatch-year",1,NA,NA,NA,NA
"S002753","O10",2025-06-18,"07:50","SR",43.56022,-116.21584,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,52.7,"Adult",3,"F",1,NA,NA
"S002754","O05",2025-05-20,"05:17","MR",43.64732,-116.23919,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B40948",63.6,"Second-year",2,"M",2,2025,"H2024_R2025"
"S002755","O10",2025-06-21,"05:22","SR",43.55912,-116.20948,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,75.2,"Hatch-year",1,"F",1,NA,NA
"S002756","O11",2025-04-09,"05:30","LC",43.58351,-116.16756,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,7.5,"Adult",3,"F",1,NA,NA
"S002757","O07",2025-05-18,"05:43","BR",43.63073,-116.21331,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72.3,"Adult",3,"F",1,NA,NA
"S002758","O08",2025-06-04,"05:06","WC",43.62778,-116.18487,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,75.5,"Adult",3,"M",2,NA,NA
"S002759","O11",2025-07-14,"05:39","SR",43.54166,-116.22152,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,26.3,"Unknown",99,"M",2,NA,NA
"S002760","O01",2025-06-01,"07:45","NP",43.66657,-116.17561,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,6.6,"Hatch-year",1,"M",2,NA,NA
"S002761","O12",2025-05-10,"08:51","WC",43.62925,-116.18595,"American Robin","AMRO","Wild Hatch","None",0,NA,6.9,"Hatch-year",1,NA,NA,NA,NA
"S002762","O07",2025-07-25,"07:00","LC",43.57268,-116.19405,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,14.7,"Adult",3,"M",2,NA,NA
"S002763","O04",2025-06-02,"08:19","BR",43.61852,-116.20597,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B91885",34.5,"Second-year",2,"F",1,2025,"H2024_R2025"
"S002764","O11",2025-05-25,"07:44","WC",43.6165,-116.19269,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,115.8,"Hatch-year",1,NA,NA,NA,NA
"S002765","O12",2025-04-12,"10:11","BR",43.60975,-116.20021,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,45.6,"Hatch-year",1,"M",2,NA,NA
"S002766","O03",2025-06-24,"07:33","SR",43.5759,-116.21802,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,48.7,"Second-year",2,"M",2,NA,NA
"S002767","O02",2025-06-25,"09:08","MR",43.64127,-116.24441,"Asterfall Reedlark","ARLK","Reintroduced","Silver",1,"B10647",100.7,"Adult",3,"F",1,2024,"H2023_R2024"
"S002768","O10",2025-06-25,"08:56","NP",43.65371,-116.16862,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65.6,"Adult",3,"F",1,NA,NA
"S002769","O12",2025-07-11,"08:02","NP",43.64505,-116.16846,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,52.1,"Hatch-year",1,"M",2,NA,NA
"S002770","O07",2025-05-06,"08:45","MR",43.65331,-116.24737,"Red-winged Blackbird","RWBL","Reintroduced","Silver",1,"B28126",79.6,"Adult",3,NA,NA,2024,"H2023_R2024"
"S002771","O05",2025-07-07,"10:43","WC",43.6236,-116.19786,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,82.2,"Second-year",2,NA,NA,NA,NA
"S002772","O05",2025-04-10,"10:57","NP",43.68108,-116.16149,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,20.1,"Second-year",2,"F",1,NA,NA
"S002773","O02",2025-04-04,"09:02","SR",43.56279,-116.21768,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,110.7,"Hatch-year",1,"M",2,NA,NA
"S002774","O03",2025-07-19,"05:50","WC",43.61913,-116.19649,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,104.9,"Adult",3,"F",1,NA,NA
"S002775","O11",2025-06-27,"08:48","SR",43.56018,-116.2236,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,41.6,"Adult",3,"M",2,NA,NA
"S002776","O10",2025-07-21,"07:46","WC",43.61816,-116.19121,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,22.3,"Adult",3,"F",1,NA,NA
"S002777","O07",2025-05-04,"07:49","WC",43.62368,-116.16305,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,105.1,"Hatch-year",1,NA,NA,NA,NA
"S002778","O04",2025-06-20,"06:08","SR",43.564,-116.21798,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,88,"Hatch-year",1,"F",1,NA,NA
"S002779","O05",2025-05-17,"09:43","BR",43.60676,-116.22431,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,72.7,"Adult",3,"F",1,NA,NA
"S002780","O01",2025-06-23,"07:23","NP",43.65728,-116.16992,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B49963",43.4,"Second-year",2,"F",1,2025,"H2024_R2025"
"S002781","O11",2025-06-17,"07:29","MR",43.66178,-116.23522,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Hatch-year",1,"M",2,NA,NA
"S002782","O10",2025-06-21,"06:52","BR",43.60993,-116.2121,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,6.6,"Adult",3,"M",2,NA,NA
"S002783","O08",2025-04-14,"07:51","NP",43.65482,-116.14327,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,33.4,"Second-year",2,NA,NA,NA,NA
"S002784","O07",2025-06-29,"09:42","SR",43.57522,-116.22472,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,68.8,"Second-year",2,"F",1,NA,NA
"S002785","O10",2025-06-02,"05:45","MR",43.64265,-116.23448,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,13.4,"Second-year",2,"F",1,NA,NA
"S002786","O05",2025-06-10,"08:38","NP",43.67074,-116.17292,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Hatch-year",1,NA,NA,NA,NA
"S002787","O11",2025-07-02,"08:00","MR",43.6375,-116.23809,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,50.8,"Adult",3,"F",1,NA,NA
"S002788","O11",2025-07-30,"07:48","BR",43.62236,-116.20153,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,13,"Hatch-year",1,NA,NA,NA,NA
"S002789","O08",2025-07-13,"06:58","MR",43.63657,-116.24403,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,68.9,"Adult",3,"M",2,NA,NA
"S002790","O06",2025-07-17,"08:20","SR",43.55809,-116.22146,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,106.9,"Adult",3,"M",2,NA,NA
"S002791","O09",2025-07-25,"10:32","MR",43.63672,-116.24437,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,40.3,"Adult",3,"F",1,NA,NA
"S002792","O04",2025-05-03,"05:22","BR",43.60131,-116.22224,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,52.1,"Adult",3,"F",1,NA,NA
"S002793","O06",2025-07-22,"10:25","MR",43.64643,-116.23971,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,115.2,"Second-year",2,"F",1,NA,NA
"S002794","O05",2025-06-22,"09:28","SR",43.56989,-116.21613,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,40.3,"Unknown",99,"F",1,NA,NA
"S002795","O03",2025-07-09,"08:41","NP",43.65508,-116.16777,"Asterfall Reedlark","ARLK","Reintroduced","Silver",1,"B59350",41.7,"Adult",3,"F",1,2024,"H2023_R2024"
"S002796","O03",2025-05-06,"10:23","LC",43.58644,-116.17082,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72,"Hatch-year",1,"M",2,NA,NA
"S002797","O02",2025-06-30,"06:03","SR",43.57288,-116.22512,"American Robin","AMRO","Wild Hatch","None",0,NA,32.9,"Adult",3,"M",2,NA,NA
"S002798","O11",2025-04-06,"09:19","SR",43.57206,-116.22502,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,86.6,"Hatch-year",1,"F",1,NA,NA
"S002799","O08",2025-05-12,"07:22","WC",43.61399,-116.2011,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,118.1,"Adult",3,"F",1,NA,NA
"S002800","O08",2025-06-02,"06:28","MR",43.64453,-116.22511,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,96.8,"Unknown",99,"M",2,NA,NA
"S002801","O04",2025-07-08,"08:19","LC",43.5736,-116.16758,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,91.8,"Adult",3,NA,NA,NA,NA
"S002802","O10",2025-06-10,"07:27","LC",43.57726,-116.18528,"American Robin","AMRO","Wild Hatch","None",0,NA,107.9,"Adult",3,"F",1,NA,NA
"S002803","O02",2025-06-21,"10:44","WC",43.61658,-116.19424,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65.8,"Second-year",2,"M",2,NA,NA
"S002804","O07",2025-04-09,"07:39","BR",43.60996,-116.22364,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,55.8,"Hatch-year",1,NA,NA,NA,NA
"S002805","O07",2025-06-08,"10:54","LC",43.5715,-116.19603,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84.2,"Adult",3,"F",1,NA,NA
"S002806","O01",2025-07-29,"07:02","WC",43.60836,-116.17405,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,116.2,"Second-year",2,"F",1,NA,NA
"S002807","O11",2025-07-07,"08:50","BR",43.60178,-116.21135,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,87,"Hatch-year",1,NA,NA,NA,NA
"S002808","O06",2025-06-16,"06:09","SR",43.55501,-116.22696,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,82.7,"Second-year",2,"F",1,NA,NA
"S002809","O08",2025-06-03,"07:43","WC",43.60868,-116.18712,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,5.2,"Unknown",99,"M",2,NA,NA
"S002810","O07",2025-05-08,"05:58","LC",43.58656,-116.17397,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,60.3,"Unknown",99,"F",1,NA,NA
"S002811","O12",2025-06-16,"08:14","LC",43.5946,-116.19235,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,70.8,"Hatch-year",1,"F",1,NA,NA
"S002812","O03",2025-05-07,"05:21","SR",43.56017,-116.21798,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,18.6,"Adult",3,"M",2,NA,NA
"S002813","O01",2025-05-31,"10:57","NP",43.66854,-116.14214,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,36.9,"Second-year",2,"F",1,NA,NA
"S002814","O10",2025-05-01,"08:04","MR",43.65041,-116.22469,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,54.4,"Unknown",99,"F",1,NA,NA
"S002815","O07",2025-06-16,"05:43","WC",43.63013,-116.19047,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.3,"Unknown",99,NA,NA,NA,NA
"S002816","O07",2025-05-29,"08:52","MR",43.64257,-116.24655,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,60.5,"Hatch-year",1,NA,NA,NA,NA
"S002817","O06",2025-04-17,"05:20","BR",43.61789,-116.20931,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,22.2,"Hatch-year",1,NA,NA,NA,NA
"S002818","O11",2025-04-16,"08:38","MR",43.63178,-116.236,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,11.4,"Adult",3,"M",2,NA,NA
"S002819","O03",2025-04-13,"09:17","BR",43.6133,-116.21568,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.5,"Hatch-year",1,NA,NA,NA,NA
"S002820","O02",2025-07-03,"10:16","BR",43.60781,-116.19833,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,16.1,"Hatch-year",1,"F",1,NA,NA
"S002821","O09",2025-06-25,"07:50","MR",43.6188,-116.23228,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,104.5,"Second-year",2,"F",1,NA,NA
"S002822","O01",2025-05-28,"07:08","BR",43.60861,-116.20564,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,74.8,"Adult",3,"F",1,NA,NA
"S002823","O05",2025-07-03,"10:34","SR",43.55563,-116.22545,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,66.9,"Hatch-year",1,NA,NA,NA,NA
"S002824","O07",2025-06-28,"08:53","BR",43.59825,-116.20034,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103,"Adult",3,"M",2,NA,NA
"S002825","O07",2025-05-03,"10:49","SR",43.56008,-116.21297,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,16.9,"Second-year",2,"F",1,NA,NA
"S002826","O06",2025-06-29,"10:56","MR",43.6368,-116.22861,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,53,"Adult",3,"M",2,NA,NA
"S002827","O06",2025-05-24,"07:42","NP",43.65679,-116.15815,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,68.7,"Adult",3,NA,NA,NA,NA
"S002828","O01",2025-05-15,"09:30","NP",43.65791,-116.16489,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,12.7,"Hatch-year",1,NA,NA,NA,NA
"S002829","O08",2025-07-20,"06:54","SR",43.55866,-116.22119,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,58.4,"Adult",3,"F",1,NA,NA
"S002830","O11",2025-06-13,"09:31","WC",43.61945,-116.20502,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,81.7,"Hatch-year",1,NA,NA,NA,NA
"S002831","O03",2025-07-29,"08:06","WC",43.62413,-116.18975,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,46.8,"Hatch-year",1,NA,NA,NA,NA
"S002832","O11",2025-04-09,"06:45","SR",43.55314,-116.23213,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,95.1,"Adult",3,"F",1,NA,NA
"S002833","O08",2025-04-17,"08:25","MR",43.65262,-116.23686,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,7.5,"Hatch-year",1,NA,NA,NA,NA
"S002834","O11",2025-04-28,"10:12","BR",43.61448,-116.19036,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,16,"Second-year",2,"F",1,NA,NA
"S002835","O11",2025-05-26,"10:29","NP",43.67196,-116.15795,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,72.4,"Hatch-year",1,"F",1,NA,NA
"S002836","O04",2025-06-04,"06:32","NP",43.65371,-116.17368,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,22,"Unknown",99,"M",2,NA,NA
"S002837","O04",2025-05-24,"05:36","NP",43.66669,-116.16281,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,25.6,"Hatch-year",1,"M",2,NA,NA
"S002838","O06",2025-05-29,"05:30","NP",43.66526,-116.16745,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,51.6,"Unknown",99,"M",2,NA,NA
"S002839","O10",2025-04-02,"05:38","BR",43.60994,-116.21141,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,60.4,"Hatch-year",1,"M",2,NA,NA
"S002840","O10",2025-04-06,"07:19","LC",43.59269,-116.18347,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,17.1,"Hatch-year",1,"F",1,NA,NA
"S002841","O02",2025-04-13,"08:31","WC",43.62749,-116.19668,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.4,"Adult",3,"F",1,NA,NA
"S002842","O04",2025-07-02,"08:11","NP",43.65933,-116.14937,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,79.6,"Hatch-year",1,"M",2,NA,NA
"S002843","O04",2025-05-25,"09:50","MR",43.62717,-116.25394,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103.8,"Adult",3,"M",2,NA,NA
"S002844","O09",2025-06-01,"10:54","MR",43.64138,-116.25133,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,55.9,"Unknown",99,"F",1,NA,NA
"S002845","O04",2025-04-01,"09:06","LC",43.58033,-116.19253,"American Robin","AMRO","Wild Hatch","None",0,NA,75.2,"Hatch-year",1,"F",1,NA,NA
"S002846","O02",2025-06-11,"05:55","NP",43.6867,-116.15925,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,94.5,"Hatch-year",1,"F",1,NA,NA
"S002847","O01",2025-05-19,"05:59","MR",43.64675,-116.23057,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72.5,"Hatch-year",1,"F",1,NA,NA
"S002848","O06",2025-05-22,"05:18","WC",43.64055,-116.18785,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,63.8,"Adult",3,NA,NA,NA,NA
"S002849","O04",2025-05-19,"08:35","MR",43.631,-116.24004,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,81.3,"Hatch-year",1,"F",1,NA,NA
"S002850","O10",2025-06-05,"05:31","BR",43.60765,-116.2165,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103.6,"Hatch-year",1,"F",1,NA,NA
"S002851","O05",2025-04-29,"10:34","NP",43.65747,-116.1657,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,87,"Second-year",2,"F",1,NA,NA
"S002852","O04",2025-07-27,"09:49","BR",43.58588,-116.2136,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B31948",115.2,"Hatch-year",1,"M",2,2025,"H2025_R2025"
"S002853","O06",2025-04-18,"08:35","LC",43.56524,-116.19289,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,6,"Hatch-year",1,"M",2,NA,NA
"S002854","O01",2025-06-02,"08:45","NP",43.66459,-116.16274,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,90.8,"Hatch-year",1,"F",1,NA,NA
"S002855","O11",2025-05-25,"08:12","MR",43.62539,-116.24875,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,53.8,"Adult",3,"F",1,NA,NA
"S002856","O02",2025-07-04,"05:32","LC",43.58411,-116.18083,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B93631",39.3,"Hatch-year",1,"F",1,2025,"H2025_R2025"
